89,CNCO,Reggaetón Lento (Bailemos),"821,386",2017-04-19
90,Drake,Blem,"814,677",2017-04-19
91,Alok,Hear Me Now,"811,409",2017-04-19
92,Ed Sheeran,Dive,"800,517",2017-04-19
93,Daddy Yankee,La Rompe Corazones,"799,183",2017-04-19
94,Jon Bellion,All Time Low,"783,201",2017-04-19
95,Wisin,Escápate Conmigo,"780,679",2017-04-19
96,Childish Gambino,Redbone,"777,351",2017-04-19
97,Rae Sremmurd,Swang,"773,941",2017-04-19
98,Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","757,342",2017-04-19
99,The Chainsmokers,Break Up Every Night,"751,286",2017-04-19
100,The Chainsmokers,Don't Let Me Down,"748,840",2017-04-19
101,Ariana Grande,Everyday,"743,799",2017-04-19
102,The Vamps,All Night,"739,875",2017-04-19
103,Olivia Holt,History,"727,456",2017-04-19
104,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","715,443",2017-04-19
105,Lord Huron,The Night We Met,"712,573",2017-04-19
106,Ed Sheeran,What Do I Know?,"708,191",2017-04-19
107,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"706,172",2017-04-19
108,Steve Aoki,Just Hold On,"705,003",2017-04-19
109,Martin Garrix,In the Name of Love,"704,655",2017-04-19
110,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","701,190",2017-04-19
111,Anne-Marie,Ciao Adios,"688,643",2017-04-19
112,Vice,Obsession (feat. Jon Bellion),"688,570",2017-04-19
113,Ariana Grande,Side To Side,"682,594",2017-04-19
114,Shawn Mendes,Treat You Better,"678,984",2017-04-19
115,Piso 21,Me Llamas (feat. Maluma) - Remix,"671,879",2017-04-19
116,Zara Larsson,TG4M,"649,367",2017-04-19
117,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","645,643",2017-04-19
118,Ayo & Teo,Rolex,"645,560",2017-04-19
119,Chris Jeday,Ahora Dice,"645,490",2017-04-19
120,blackbear,do re mi,"644,865",2017-04-19
121,Rihanna,Love On The Brain,"641,698",2017-04-19
122,Ed Sheeran,New Man,"638,357",2017-04-19
123,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"638,058",2017-04-19
124,Shawn Mendes,Mercy,"637,527",2017-04-19
125,Twenty One Pilots,Heathens,"620,907",2017-04-19
126,Dua Lipa,Be The One,"618,421",2017-04-19
127,Ed Sheeran,Photograph,"616,203",2017-04-19
128,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"611,330",2017-04-19
129,Shakira,Me Enamoré,"605,320",2017-04-19
130,Ricky Martin,Vente Pa' Ca,"602,381",2017-04-19
131,Rag'n'Bone Man,Skin,"601,384",2017-04-19
132,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),"600,067",2017-04-19
133,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),"597,548",2017-04-19
134,Calvin Harris,My Way,"590,591",2017-04-19
135,Rag'n'Bone Man,Human,"580,606",2017-04-19
136,Sia,Cheap Thrills,"575,379",2017-04-19
137,Machine Gun Kelly,At My Best (feat. Hailee Steinfeld),"575,211",2017-04-19
138,Machine Gun Kelly,Bad Things (with Camila Cabello),"572,590",2017-04-19
139,Rae Sremmurd,Black Beatles,"572,533",2017-04-19
140,Justin Bieber,Love Yourself,"571,024",2017-04-19
141,J Balvin,Safari,"570,098",2017-04-19
142,Ed Sheeran,Barcelona,"566,363",2017-04-19
143,Ed Sheeran,Thinking out Loud,"565,039",2017-04-19
144,Drake,Teenage Fever,"563,637",2017-04-19
145,Twenty One Pilots,Stressed Out,"563,269",2017-04-19
146,Ed Sheeran,Supermarket Flowers,"557,249",2017-04-19
147,Alan Walker,Faded,"555,591",2017-04-19
148,Snakehips,Don't Leave,"554,674",2017-04-19
149,Robin Schulz,Shed a Light,"554,489",2017-04-19
150,Alessia Cara,Scars To Your Beautiful,"552,637",2017-04-19
151,Drake,Free Smoke,"551,828",2017-04-19
152,Drake,Get It Together,"551,178",2017-04-19
153,Big Sean,Moves,"548,369",2017-04-19
154,Sebastian Yatra,Alguien Robo,"547,765",2017-04-19
155,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"545,481",2017-04-19
156,Jonas Blue,Perfect Strangers,"540,430",2017-04-19
157,Lauv,The Other,"538,726",2017-04-19
158,Twenty One Pilots,Ride,"538,625",2017-04-19
159,Wisin,Vacaciones,"538,430",2017-04-19
160,DRAM,Broccoli (feat. Lil Yachty),"536,885",2017-04-19
161,Ed Sheeran,How Would You Feel (Paean),"531,862",2017-04-19
162,Justin Bieber,Sorry,"525,978",2017-04-19
163,Calvin Harris,This Is What You Came For,"521,410",2017-04-19
164,Paramore,Hard Times,"519,983",2017-04-19
165,The Chainsmokers,All We Know,"519,915",2017-04-19
166,Bebe Rexha,I Got You,"513,245",2017-04-19
167,MAX,Lights Down Low,"512,947",2017-04-19
168,Don Omar,Te Quiero Pa´Mi,"512,630",2017-04-19
169,Lil Yachty,Peek A Boo,"512,375",2017-04-19
170,Adele,Water Under the Bridge,"508,825",2017-04-19
171,Lady Gaga,Million Reasons,"507,013",2017-04-19
172,Jonas Blue,By Your Side,"490,946",2017-04-19
173,Aminé,Caroline,"488,698",2017-04-19
174,Bruno Mars,Versace on the Floor,"486,188",2017-04-19
175,Logic,Black SpiderMan,"484,944",2017-04-19
176,Sebastian Yatra,Traicionera,"483,382",2017-04-19
177,Petit Biscuit,Sunset Lover,"480,723",2017-04-19
178,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"478,552",2017-04-19
179,Young Thug,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","475,959",2017-04-19
180,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"474,966",2017-04-19
181,Lukas Graham,7 Years,"474,412",2017-04-19
182,Major Lazer,Lean On (feat. MØ & DJ Snake),"474,369",2017-04-19
183,Desiigner,Panda,"471,533",2017-04-19
184,DNCE,Cake By The Ocean,"469,113",2017-04-19
185,Alan Walker,Alone,"468,466",2017-04-19
186,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","465,176",2017-04-19
187,Ed Sheeran,Nancy Mulligan,"464,644",2017-04-19
188,Sean Paul,No Lie,"459,619",2017-04-19
189,Drake,KMT,"459,408",2017-04-19
190,The Weeknd,Party Monster,"456,826",2017-04-19
191,gnash,"i hate u, i love u (feat. olivia o'brien)","454,365",2017-04-19
192,Chance the Rapper,All Night (feat. Knox Fortune),"449,020",2017-04-19
193,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","445,464",2017-04-19
194,Carlos Vives,La Bicicleta,"443,532",2017-04-19
195,Logic,Everybody,"443,194",2017-04-19
196,Ed Sheeran,Hearts Don't Break Around Here,"443,027",2017-04-19
197,A R I Z O N A,Oceans Away,"441,618",2017-04-19
198,Cali Y El Dandee,Lumbra,"441,605",2017-04-19
199,KALEO,Way Down We Go,"433,605",2017-04-19
200,Drake,Sacrifices,"432,857",2017-04-19
1,Kendrick Lamar,HUMBLE.,"5,594,536",2017-04-20
2,Ed Sheeran,Shape of You,"5,418,445",2017-04-20
3,Luis Fonsi,Despacito - Remix,"4,916,383",2017-04-20
4,Kendrick Lamar,DNA.,"4,122,518",2017-04-20
5,The Chainsmokers,Something Just Like This,"3,792,579",2017-04-20
6,Kygo,It Ain't Me (with Selena Gomez),"3,541,217",2017-04-20
7,Future,Mask Off,"3,453,626",2017-04-20
8,Drake,Passionfruit,"3,262,691",2017-04-20
9,Zedd,Stay (with Alessia Cara),"3,172,650",2017-04-20
10,Bruno Mars,That's What I Like,"3,166,385",2017-04-20
11,Clean Bandit,Symphony (feat. Zara Larsson),"3,044,290",2017-04-20
12,Luis Fonsi,Despacito (Featuring Daddy Yankee),"2,905,459",2017-04-20
13,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,"2,786,872",2017-04-20
14,Kendrick Lamar,ELEMENT.,"2,615,426",2017-04-20
15,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"2,565,867",2017-04-20
16,Ed Sheeran,Galway Girl,"2,464,070",2017-04-20
17,The Chainsmokers,Paris,"2,336,877",2017-04-20
18,Julia Michaels,Issues,"2,303,277",2017-04-20
19,Calvin Harris,Slide (feat. Frank Ocean & Migos),"2,292,190",2017-04-20
20,Kendrick Lamar,LOVE. FEAT. ZACARI.,"2,277,972",2017-04-20
21,Martin Garrix,Scared to Be Lonely,"2,266,531",2017-04-20
22,Harry Styles,Sign of the Times,"2,169,167",2017-04-20
23,Lil Uzi Vert,XO TOUR Llif3,"2,016,841",2017-04-20
24,Jax Jones,You Don't Know Me - Radio Edit,"1,967,670",2017-04-20
25,Kendrick Lamar,XXX. FEAT. U2.,"1,921,997",2017-04-20
26,KYLE,iSpy (feat. Lil Yachty),"1,921,430",2017-04-20
27,Imagine Dragons,Believer,"1,851,528",2017-04-20
28,Kendrick Lamar,YAH.,"1,847,673",2017-04-20
29,Maroon 5,Cold,"1,846,351",2017-04-20
30,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","1,826,560",2017-04-20
31,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"1,807,068",2017-04-20
32,Kendrick Lamar,FEEL.,"1,751,421",2017-04-20
33,Kendrick Lamar,PRIDE.,"1,720,075",2017-04-20
34,Martin Jensen,Solo Dance,"1,667,786",2017-04-20
35,The Weeknd,I Feel It Coming,"1,624,410",2017-04-20
36,Khalid,Location,"1,620,740",2017-04-20
37,Kendrick Lamar,LUST.,"1,607,479",2017-04-20
38,Starley,Call On Me - Ryan Riback Extended Remix,"1,589,438",2017-04-20
39,Post Malone,Congratulations,"1,588,936",2017-04-20
40,Enrique Iglesias,SUBEME LA RADIO,"1,587,266",2017-04-20
41,G-Eazy,Good Life (with G-Eazy & Kehlani),"1,571,889",2017-04-20
42,The Chainsmokers,The One,"1,533,676",2017-04-20
43,Danny Ocean,Me Rehúso,"1,508,127",2017-04-20
44,Ed Sheeran,Castle on the Hill,"1,497,604",2017-04-20
45,Katy Perry,Chained To The Rhythm,"1,470,875",2017-04-20
46,The Chainsmokers,Closer,"1,466,771",2017-04-20
47,Drake,Portland,"1,448,232",2017-04-20
48,James Arthur,Say You Won't Let Go,"1,393,340",2017-04-20
49,Lorde,Green Light,"1,330,748",2017-04-20
50,Kendrick Lamar,FEAR.,"1,328,757",2017-04-20
51,Lady Gaga,The Cure,"1,314,412",2017-04-20
52,Halsey,Now Or Never,"1,293,560",2017-04-20
53,Lana Del Rey,Lust for Life (with The Weeknd),"1,286,837",2017-04-20
54,Kendrick Lamar,GOD.,"1,267,432",2017-04-20
55,The Weeknd,Starboy,"1,251,902",2017-04-20
56,Nicky Jam,El Amante,"1,233,540",2017-04-20
57,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,210,363",2017-04-20
58,AJR,Weak,"1,207,891",2017-04-20
59,Kodak Black,Tunnel Vision,"1,205,754",2017-04-20
60,Shakira,Chantaje (feat. Maluma),"1,202,985",2017-04-20
61,Future,Selfish (feat. Rihanna),"1,191,082",2017-04-20
62,Kendrick Lamar,DUCKWORTH.,"1,171,394",2017-04-20
63,Kendrick Lamar,BLOOD.,"1,161,811",2017-04-20
64,Ed Sheeran,Perfect,"1,149,673",2017-04-20
65,ZAYN,Still Got Time,"1,137,077",2017-04-20
66,Little Mix,Touch,"1,120,925",2017-04-20
67,Cheat Codes,No Promises (feat. Demi Lovato),"1,110,933",2017-04-20
68,JP Cooper,September Song,"1,102,740",2017-04-20
69,Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,"1,099,126",2017-04-20
70,Drake,Fake Love,"1,059,177",2017-04-20
71,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"1,053,673",2017-04-20
72,Ed Sheeran,Happier,"1,031,193",2017-04-20
73,Big Sean,Bounce Back,"1,027,079",2017-04-20
74,Migos,Bad and Boujee (feat. Lil Uzi Vert),"1,018,887",2017-04-20
75,DJ Snake,Let Me Love You,"1,012,622",2017-04-20
76,Alessia Cara,"How Far I'll Go - From ""Moana""","1,008,043",2017-04-20
77,Drake,One Dance,"988,575",2017-04-20
78,Shawn Mendes,There's Nothing Holdin' Me Back,"960,317",2017-04-20
79,Burak Yeter,Tuesday,"953,327",2017-04-20
80,French Montana,Unforgettable,"945,848",2017-04-20
81,J Balvin,Sigo Extrañándote,"906,406",2017-04-20
82,Sam Hunt,Body Like A Back Road,"904,828",2017-04-20
83,Migos,T-Shirt,"902,451",2017-04-20
84,Zion & Lennox,Otra vez (feat. J Balvin),"897,425",2017-04-20
85,Bruno Mars,24K Magic,"894,389",2017-04-20
86,XXXTENTACION,Look At Me!,"892,469",2017-04-20
87,Drake,Gyalchester,"880,889",2017-04-20
88,Hailee Steinfeld,Starving,"874,491",2017-04-20
89,Maroon 5,Don't Wanna Know,"867,714",2017-04-20
90,Travis Scott,goosebumps,"865,799",2017-04-20
91,CNCO,Reggaetón Lento (Bailemos),"853,288",2017-04-20
92,Alok,Hear Me Now,"832,840",2017-04-20
93,Daddy Yankee,La Rompe Corazones,"830,631",2017-04-20
94,Wisin,Escápate Conmigo,"827,047",2017-04-20
95,Paramore,Hard Times,"821,593",2017-04-20
96,Rae Sremmurd,Swang,"785,763",2017-04-20
97,Ed Sheeran,Dive,"785,508",2017-04-20
98,Jon Bellion,All Time Low,"784,557",2017-04-20
99,Drake,Blem,"782,416",2017-04-20
100,Childish Gambino,Redbone,"770,584",2017-04-20
101,The Chainsmokers,Don't Let Me Down,"763,123",2017-04-20
102,Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","754,660",2017-04-20
103,The Vamps,All Night,"753,755",2017-04-20
104,Olivia Holt,History,"752,989",2017-04-20
105,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","747,697",2017-04-20
106,Shawn Mendes,Treat You Better,"740,667",2017-04-20
107,Ariana Grande,Everyday,"733,325",2017-04-20
108,The Chainsmokers,Break Up Every Night,"729,658",2017-04-20
109,Martin Garrix,In the Name of Love,"718,575",2017-04-20
110,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"709,843",2017-04-20
111,Steve Aoki,Just Hold On,"709,425",2017-04-20
112,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","706,817",2017-04-20
113,Piso 21,Me Llamas (feat. Maluma) - Remix,"704,465",2017-04-20
114,Anne-Marie,Ciao Adios,"702,919",2017-04-20
115,Shawn Mendes,Mercy,"699,863",2017-04-20
116,Lord Huron,The Night We Met,"699,428",2017-04-20
117,Ariana Grande,Side To Side,"698,396",2017-04-20
118,Ed Sheeran,What Do I Know?,"686,459",2017-04-20
119,Chris Jeday,Ahora Dice,"682,010",2017-04-20
120,Vice,Obsession (feat. Jon Bellion),"676,148",2017-04-20
121,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","671,537",2017-04-20
122,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"653,254",2017-04-20
123,blackbear,do re mi,"650,760",2017-04-20
124,Ayo & Teo,Rolex,"643,473",2017-04-20
125,Rihanna,Love On The Brain,"640,405",2017-04-20
126,Zara Larsson,TG4M,"639,301",2017-04-20
127,Ed Sheeran,New Man,"638,510",2017-04-20
128,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),"632,337",2017-04-20
129,Shakira,Me Enamoré,"632,036",2017-04-20
130,Twenty One Pilots,Heathens,"625,268",2017-04-20
131,Ed Sheeran,Photograph,"623,999",2017-04-20
132,Ricky Martin,Vente Pa' Ca,"621,914",2017-04-20
133,Dua Lipa,Be The One,"619,916",2017-04-20
134,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"614,147",2017-04-20
135,Calvin Harris,My Way,"607,268",2017-04-20
136,Bebe Rexha,Bad Bitch (feat. Ty Dolla $ign),"603,514",2017-04-20
137,J Balvin,Safari,"595,192",2017-04-20
138,Rae Sremmurd,Black Beatles,"590,574",2017-04-20
139,Rag'n'Bone Man,Skin,"586,955",2017-04-20
140,Sia,Cheap Thrills,"582,112",2017-04-20
141,Justin Bieber,Love Yourself,"572,748",2017-04-20
142,Twenty One Pilots,Stressed Out,"572,158",2017-04-20
143,Ed Sheeran,Thinking out Loud,"572,064",2017-04-20
144,Rag'n'Bone Man,Human,"570,280",2017-04-20
145,Machine Gun Kelly,At My Best (feat. Hailee Steinfeld),"569,576",2017-04-20
146,Sebastian Yatra,Alguien Robo,"569,027",2017-04-20
147,Ed Sheeran,Barcelona,"565,309",2017-04-20
148,Snakehips,Don't Leave,"564,818",2017-04-20
149,Alan Walker,Faded,"562,423",2017-04-20
150,Robin Schulz,Shed a Light,"559,630",2017-04-20
151,Wisin,Vacaciones,"558,678",2017-04-20
152,Alessia Cara,Scars To Your Beautiful,"556,028",2017-04-20
153,Drake,Free Smoke,"555,686",2017-04-20
154,DRAM,Broccoli (feat. Lil Yachty),"553,218",2017-04-20
155,Drake,Teenage Fever,"552,433",2017-04-20
156,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"551,613",2017-04-20
157,Ed Sheeran,Supermarket Flowers,"548,526",2017-04-20
158,Twenty One Pilots,Ride,"546,801",2017-04-20
159,Big Sean,Moves,"544,108",2017-04-20
160,Jonas Blue,Perfect Strangers,"543,647",2017-04-20
161,Drake,Get It Together,"542,967",2017-04-20
162,Don Omar,Te Quiero Pa´Mi,"535,396",2017-04-20
163,Calvin Harris,This Is What You Came For,"534,433",2017-04-20
164,Justin Bieber,Sorry,"533,941",2017-04-20
165,Bebe Rexha,I Got You,"522,287",2017-04-20
166,Ed Sheeran,How Would You Feel (Paean),"520,502",2017-04-20
167,The Chainsmokers,All We Know,"516,442",2017-04-20
168,Sebastian Yatra,Traicionera,"511,140",2017-04-20
169,MAX,Lights Down Low,"508,232",2017-04-20
170,Adele,Water Under the Bridge,"504,653",2017-04-20
171,Aminé,Caroline,"501,885",2017-04-20
172,Lady Gaga,Million Reasons,"498,446",2017-04-20
173,Jonas Blue,By Your Side,"497,313",2017-04-20
174,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"494,847",2017-04-20
175,Lil Yachty,Peek A Boo,"493,892",2017-04-20
176,Petit Biscuit,Sunset Lover,"492,370",2017-04-20
177,Bruno Mars,Versace on the Floor,"491,525",2017-04-20
178,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","489,921",2017-04-20
179,Desiigner,Panda,"479,913",2017-04-20
180,Major Lazer,Lean On (feat. MØ & DJ Snake),"478,636",2017-04-20
181,Lauv,The Other,"478,095",2017-04-20
182,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"476,992",2017-04-20
183,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","474,460",2017-04-20
184,Lukas Graham,7 Years,"472,418",2017-04-20
185,Alan Walker,Alone,"471,694",2017-04-20
186,DNCE,Cake By The Ocean,"470,585",2017-04-20
187,Logic,Black SpiderMan,"469,724",2017-04-20
188,Sean Paul,No Lie,"465,803",2017-04-20
189,Cali Y El Dandee,Lumbra,"464,765",2017-04-20
190,The Weeknd,Party Monster,"461,864",2017-04-20
191,Young Thug,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)","460,631",2017-04-20
192,Carlos Vives,La Bicicleta,"460,547",2017-04-20
193,Ed Sheeran,Nancy Mulligan,"457,214",2017-04-20
194,Drake,KMT,"454,176",2017-04-20
195,A R I Z O N A,Oceans Away,"447,295",2017-04-20
196,gnash,"i hate u, i love u (feat. olivia o'brien)","445,930",2017-04-20
197,Post Malone,White Iverson,"444,728",2017-04-20
198,Drake,Too Good,"438,697",2017-04-20
199,FRENSHIP,Capsize,"438,655",2017-04-20
200,Prince Royce,Deja vu,"437,290",2017-04-20
1,Luis Fonsi,Despacito - Remix,"5,927,608",2017-04-21
2,Kendrick Lamar,HUMBLE.,"5,685,266",2017-04-21
3,Ed Sheeran,Shape of You,"5,667,250",2017-04-21
4,Kendrick Lamar,DNA.,"4,040,884",2017-04-21
5,The Chainsmokers,Something Just Like This,"3,912,831",2017-04-21
6,Future,Mask Off,"3,663,523",2017-04-21
7,Kygo,It Ain't Me (with Selena Gomez),"3,583,090",2017-04-21
8,Drake,Passionfruit,"3,422,643",2017-04-21
9,Bruno Mars,That's What I Like,"3,264,797",2017-04-21
10,Zedd,Stay (with Alessia Cara),"3,255,815",2017-04-21
11,Clean Bandit,Symphony (feat. Zara Larsson),"3,181,595",2017-04-21
12,Luis Fonsi,Despacito (Featuring Daddy Yankee),"3,131,794",2017-04-21
13,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"2,719,199",2017-04-21
14,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,"2,651,378",2017-04-21
15,Ed Sheeran,Galway Girl,"2,549,881",2017-04-21
16,Kendrick Lamar,ELEMENT.,"2,485,864",2017-04-21
17,Calvin Harris,Slide (feat. Frank Ocean & Migos),"2,387,439",2017-04-21
18,The Chainsmokers,Paris,"2,358,321",2017-04-21
19,Martin Garrix,Scared to Be Lonely,"2,350,178",2017-04-21
20,Julia Michaels,Issues,"2,310,655",2017-04-21
21,Kendrick Lamar,LOVE. FEAT. ZACARI.,"2,220,819",2017-04-21
22,Lil Uzi Vert,XO TOUR Llif3,"2,133,501",2017-04-21
23,Harry Styles,Sign of the Times,"2,102,250",2017-04-21
24,Jax Jones,You Don't Know Me - Radio Edit,"2,098,610",2017-04-21
25,KYLE,iSpy (feat. Lil Yachty),"2,012,027",2017-04-21
26,Shawn Mendes,There's Nothing Holdin' Me Back,"2,010,710",2017-04-21
27,Lana Del Rey,Lust for Life (with The Weeknd),"1,959,138",2017-04-21
28,Maroon 5,Cold,"1,889,978",2017-04-21
29,Imagine Dragons,Believer,"1,879,598",2017-04-21
30,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"1,862,522",2017-04-21
31,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","1,860,054",2017-04-21
32,Kendrick Lamar,XXX. FEAT. U2.,"1,768,925",2017-04-21
33,Enrique Iglesias,SUBEME LA RADIO,"1,742,414",2017-04-21
34,Kendrick Lamar,YAH.,"1,725,781",2017-04-21
35,Martin Jensen,Solo Dance,"1,723,846",2017-04-21
36,The Weeknd,I Feel It Coming,"1,689,998",2017-04-21
37,Starley,Call On Me - Ryan Riback Extended Remix,"1,667,424",2017-04-21
38,G-Eazy,Good Life (with G-Eazy & Kehlani),"1,644,514",2017-04-21
39,Danny Ocean,Me Rehúso,"1,632,097",2017-04-21
40,Post Malone,Congratulations,"1,630,246",2017-04-21
41,Khalid,Location,"1,609,144",2017-04-21
42,Kendrick Lamar,PRIDE.,"1,586,677",2017-04-21
43,Kendrick Lamar,FEEL.,"1,584,204",2017-04-21
44,Lady Gaga,The Cure,"1,567,891",2017-04-21
45,Katy Perry,Chained To The Rhythm,"1,539,397",2017-04-21
46,Drake,Portland,"1,536,471",2017-04-21
47,Ed Sheeran,Castle on the Hill,"1,525,999",2017-04-21
48,The Chainsmokers,Closer,"1,520,704",2017-04-21
49,The Chainsmokers,The One,"1,487,936",2017-04-21
50,Kendrick Lamar,LUST.,"1,481,538",2017-04-21
51,James Arthur,Say You Won't Let Go,"1,399,528",2017-04-21
52,Lorde,Green Light,"1,384,227",2017-04-21
53,Nicky Jam,El Amante,"1,317,389",2017-04-21
54,The Weeknd,Starboy,"1,311,544",2017-04-21
55,Halsey,Now Or Never,"1,283,731",2017-04-21
56,Kodak Black,Tunnel Vision,"1,272,226",2017-04-21
57,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,269,561",2017-04-21
58,Shakira,Chantaje (feat. Maluma),"1,259,403",2017-04-21
59,Paramore,Hard Times,"1,237,552",2017-04-21
60,AJR,Weak,"1,228,426",2017-04-21
61,Kendrick Lamar,FEAR.,"1,209,382",2017-04-21
62,Future,Selfish (feat. Rihanna),"1,206,919",2017-04-21
63,ZAYN,Still Got Time,"1,179,912",2017-04-21
64,Cheat Codes,No Promises (feat. Demi Lovato),"1,159,940",2017-04-21
65,Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,"1,155,023",2017-04-21
66,Little Mix,Touch,"1,146,880",2017-04-21
67,Ed Sheeran,Perfect,"1,145,860",2017-04-21
68,Kendrick Lamar,GOD.,"1,112,746",2017-04-21
69,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"1,110,957",2017-04-21
70,Drake,Fake Love,"1,098,343",2017-04-21
71,JP Cooper,September Song,"1,089,221",2017-04-21
72,Migos,Bad and Boujee (feat. Lil Uzi Vert),"1,065,978",2017-04-21
73,Big Sean,Bounce Back,"1,062,654",2017-04-21
74,Kendrick Lamar,DUCKWORTH.,"1,045,653",2017-04-21
75,Drake,One Dance,"1,042,021",2017-04-21
76,Kendrick Lamar,BLOOD.,"1,039,246",2017-04-21
77,Burak Yeter,Tuesday,"1,035,921",2017-04-21
78,DJ Snake,Let Me Love You,"1,031,818",2017-04-21
79,Ed Sheeran,Happier,"1,020,622",2017-04-21
80,French Montana,Unforgettable,"1,012,049",2017-04-21
81,Alessia Cara,"How Far I'll Go - From ""Moana""","1,006,853",2017-04-21
82,J Balvin,Sigo Extrañándote,"982,600",2017-04-21
83,Bruno Mars,24K Magic,"967,342",2017-04-21
84,Zion & Lennox,Otra vez (feat. J Balvin),"952,570",2017-04-21
85,Travis Scott,goosebumps,"930,311",2017-04-21
86,Migos,T-Shirt,"921,120",2017-04-21
87,Sam Hunt,Body Like A Back Road,"918,931",2017-04-21
88,XXXTENTACION,Look At Me!,"912,292",2017-04-21
89,Wisin,Escápate Conmigo,"911,621",2017-04-21
90,CNCO,Reggaetón Lento (Bailemos),"911,245",2017-04-21
91,Drake,Gyalchester,"910,040",2017-04-21
92,Alok,Hear Me Now,"903,140",2017-04-21
93,Daddy Yankee,La Rompe Corazones,"897,029",2017-04-21
94,blackbear,do re mi,"894,069",2017-04-21
95,Hailee Steinfeld,Starving,"881,717",2017-04-21
96,Maroon 5,Don't Wanna Know,"876,381",2017-04-21
97,Charlie Puth,Attention,"848,517",2017-04-21
98,Rae Sremmurd,Swang,"835,922",2017-04-21
99,Jon Bellion,All Time Low,"806,312",2017-04-21
100,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","805,684",2017-04-21
101,The Chainsmokers,Don't Let Me Down,"795,088",2017-04-21
102,Drake,Blem,"791,137",2017-04-21
103,Childish Gambino,Redbone,"780,215",2017-04-21
104,Ed Sheeran,Dive,"776,915",2017-04-21
105,Chris Jeday,Ahora Dice,"769,539",2017-04-21
106,Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","768,053",2017-04-21
107,Olivia Holt,History,"761,488",2017-04-21
108,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","756,168",2017-04-21
109,Piso 21,Me Llamas (feat. Maluma) - Remix,"750,932",2017-04-21
110,Martin Garrix,In the Name of Love,"750,207",2017-04-21
111,The Chainsmokers,Break Up Every Night,"747,118",2017-04-21
112,The Vamps,All Night,"747,029",2017-04-21
